,laptop_ID,Company,Product,TypeName,Inches,Ram,Weight,Price,Operating_System,Touchscreen,Gpu_Brand,Memory_Type,Primary_Storage,Cpu_Brand,Cpu_Speed,Resolution_Width,Resolution_Height,Price_range
722,730,Lenovo,ThinkPad T470s,Ultrabook,14.0,8,1.32,1499,Windows,No,Intel,SSD,256GB,Intel,2.5,1920,1080,1k-2k
723,731,Dell,Alienware 17,Gaming,17.3,32,4.36,3659,Windows,No,Nvidia,SSD,1TB,Intel,2.8,3840,2160,3k-4k
724,732,MSI,GL72M 7REX,Gaming,17.3,8,2.7,1348,Windows,No,Nvidia,SSD,128GB,Intel,2.8,1920,1080,1k-2k
725,733,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,15.6,4,1.9,490,N/A,No,Intel,HDD,1TB,Intel,2.5,1366,768,0-1k
726,734,Dell,Inspiron 5570,Notebook,15.6,8,2.2,719,Windows,No,AMD,SSD,128GB,Intel,1.6,1920,1080,0-1k
727,735,Dell,Inspiron 5378,2 in 1 Convertible,13.3,4,1.71,649,Windows,Yes,Intel,HDD,1TB,Intel,2.4,1920,1080,0-1k
728,736,Dell,Inspiron 5567,Notebook,15.6,8,2.32,590,Linux,No,AMD,HDD,1TB,Intel,2.5,1366,768,0-1k
729,737,HP,15-BW037na (A9-9420/4GB/1TB/Radeon,Notebook,15.6,4,2.1,489,Windows,No,AMD,HDD,1TB,AMD,3.0,1920,1080,0-1k
730,738,Acer,Predator 17,Gaming,17.3,16,4.2,1935,Windows,No,Nvidia,SSD,128GB,Intel,2.6,1920,1080,1k-2k
731,739,Dell,Inspiron 3567,Notebook,15.6,12,2.25,649,Windows,No,Intel,HDD,1TB,Intel,2.5,1366,768,0-1k
732,740,HP,15-BW091ND (A9-9420/6GB/1TB,Notebook,15.6,6,2.1,650,Windows,No,AMD,SSD,128GB,AMD,3.0,1920,1080,0-1k
733,741,Acer,Extensa EX2540-58KR,Notebook,15.6,4,2.4,559,Windows,No,Intel,HDD,500GB,Intel,2.5,1366,768,0-1k
734,742,Lenovo,ThinkPad 13,Notebook,13.3,8,1.44,960,Windows,No,Intel,SSD,256GB,Intel,2.5,1920,1080,0-1k
735,743,Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Notebook,15.6,4,1.85,779,Windows,No,Intel,HDD,1TB,Intel,2.7,1920,1080,0-1k
736,744,HP,ZBook 15,Workstation,15.6,16,2.6,2419,Windows,No,Nvidia,SSD,256GB,Intel,2.8,1920,1080,2k-3k
737,745,Dell,Inspiron 5379,2 in 1 Convertible,13.3,8,1.55,659,Windows,Yes,Intel,HDD,1TB,Intel,1.6,1920,1080,0-1k
738,746,MSI,GS63VR 7RF,Gaming,15.6,16,1.8,2094,Windows,No,Nvidia,SSD,256GB,Intel,2.8,1920,1080,2k-3k
739,747,Acer,Aspire ES1-572,Notebook,15.6,4,2.4,411,Windows,No,Intel,HDD,500GB,Intel,2.0,1366,768,0-1k
740,748,Dell,Inspiron 7560,Notebook,15.6,8,2.0,1207,Windows,No,Nvidia,SSD,128GB,Intel,2.7,1920,1080,1k-2k
741,749,Dell,Vostro 3568,Notebook,15.6,8,2,665,Windows,No,Intel,SSD,256GB,Intel,2.0,1366,768,0-1k
742,750,Toshiba,Tecra X40-D-10G,Notebook,14.0,8,1.25,1535,Windows,Yes,Intel,SSD,256GB,Intel,2.5,1920,1080,1k-2k
743,751,Lenovo,Flex 5,2 in 1 Convertible,14.0,8,1.7,999,Windows,Yes,Intel,SSD,256GB,Intel,2.5,1920,1080,0-1k
744,752,Lenovo,Thinkpad P51s,Workstation,15.6,16,2.5,3299,Windows,No,Nvidia,SSD,1TB,Intel,2.8,3840,2160,3k-4k
745,753,Acer,Chromebook 14,Notebook,14.0,2,1.68,330,Other,No,Intel,Flash Storage,32GB,Intel,1.6,1366,768,0-1k
746,754,Samsung,Notebook 9,Ultrabook,13.3,16,0.81,1649,Windows,No,Intel,SSD,256GB,Intel,2.7,1920,1080,1k-2k
747,755,HP,250 G6,Notebook,15.6,8,1.86,539,Windows,No,Intel,SSD,256GB,Intel,2.0,1920,1080,0-1k
748,757,Dell,Latitude 5480,Notebook,14.0,8,1.6,1127,Windows,No,Intel,SSD,256GB,Intel,2.5,1366,768,1k-2k
749,758,HP,Zbook 17,Workstation,17.3,16,3,4389,Windows,No,Nvidia,SSD,256GB,Intel,2.9,1920,1080,4k-5k
750,759,Lenovo,N23 (N3060/4GB/128GB/W10),Netbook,11.6,4,1.4,475,Windows,Yes,Intel,SSD,128GB,Intel,1.6,1366,768,0-1k
751,760,HP,EliteBook 850,Notebook,15.6,8,1.84,1900,Windows,No,Intel,SSD,256GB,Intel,2.4,1920,1080,1k-2k
752,761,Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,15.6,4,2.45,579,N/A,No,Nvidia,HDD,1TB,Intel,2.3,1366,768,0-1k
753,762,Lenovo,Thinkpad T460,Ultrabook,14.0,4,1.7,1096,Windows,No,Intel,SSD,180GB,Intel,2.3,1920,1080,1k-2k
754,763,Asus,Pro P2540UA-XO0192R,Notebook,15.6,4,2.37,850,Windows,No,Intel,SSD,256GB,Intel,2.7,1366,768,0-1k
755,764,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,8,1.3,1199,Windows,Yes,Intel,SSD,256GB,Intel,1.8,3200,1800,1k-2k
756,765,HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,15.6,8,2.2,1099,Windows,No,Nvidia,SSD,128GB,Intel,2.5,1920,1080,1k-2k
757,766,HP,ZBook 15,Workstation,15.6,8,2.59,1561,Windows,No,Nvidia,SSD,256GB,Intel,2.6,1920,1080,1k-2k
758,767,Dell,Alienware 17,Gaming,15.6,16,4.42,2869,Windows,No,Nvidia,SSD,256GB,Intel,2.8,3840,2160,2k-3k
759,768,Acer,Aspire 3,Notebook,15.6,4,2.1,599,Windows,No,Intel,SSD,256GB,Intel,2.5,1366,768,0-1k
760,769,Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,2.5,1048,Windows,No,Nvidia,SSD,128GB,Intel,2.8,1920,1080,1k-2k
761,770,Dell,Latitude 7280,Ultrabook,12.5,16,1.18,1859,Windows,No,Intel,SSD,256GB,Intel,2.8,1920,1080,1k-2k
762,771,Google,Pixelbook (Core,Ultrabook,12.3,8,1.1,1559,Other,Yes,Intel,SSD,256GB,Intel,1.2,2400,1600,1k-2k
763,772,Asus,Zenbook UX330UA-AH5Q,Ultrabook,13.3,8,1.2,1129,Windows,No,Intel,SSD,256GB,Intel,2.5,3200,1800,1k-2k
764,773,Dell,Latitude 3380,Notebook,13.3,4,1.65,849,Windows,No,Intel,HDD,500GB,Intel,2.0,1366,768,0-1k
765,774,Acer,TravelMate P238-M,Notebook,13.3,4,1.6,655,Windows,No,Intel,SSD,128GB,Intel,2.3,1366,768,0-1k
766,775,Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,17.3,4,2.8,470,Windows,No,Nvidia,HDD,1TB,Intel,1.1,1366,768,0-1k
767,776,Dell,Inspiron 7559,Gaming,15.6,16,2.72,1099,Windows,Yes,Nvidia,SSD,128GB,Intel,2.6,3840,2160,1k-2k
768,777,Samsung,Notebook 9,Ultrabook,13.3,8,1.31,1599,Windows,Yes,Intel,SSD,256GB,Intel,2.7,1920,1080,1k-2k
769,778,Acer,Aspire A315-31,Notebook,15.6,4,2.1,298,Linux,No,Intel,HDD,1TB,Intel,1.1,1366,768,0-1k
770,779,Dell,Inspiron 5567,Notebook,15.6,16,2.3,1181,Windows,No,AMD,SSD,256GB,Intel,2.7,1920,1080,1k-2k
771,780,Samsung,Notebook 9,2 in 1 Convertible,15.0,16,1.71,1799,Windows,Yes,AMD,SSD,256GB,Intel,2.7,1920,1080,1k-2k
772,781,Toshiba,Tecra A40-C-1E5,Notebook,14.0,4,1.75,1020,Windows,No,Intel,SSD,128GB,Intel,2.3,1366,768,1k-2k
773,782,Dell,Inspiron 7567,Gaming,15.6,8,2.62,1099,Windows,No,Nvidia,HDD,1TB,Intel,2.8,1920,1080,1k-2k
774,783,HP,EliteBook 820,Ultrabook,12.5,4,1.26,1244,Windows,No,Intel,SSD,256GB,Intel,2.3,1366,768,1k-2k
775,784,Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,2 in 1 Convertible,15.6,12,2.3,839,Windows,Yes,Nvidia,HDD,2TB,Intel,2.7,1920,1080,0-1k
776,785,Lenovo,Thinkpad P50,Notebook,15.6,16,2.5,2370,Windows,No,Nvidia,SSD,512GB,Intel,2.7,3840,2160,2k-3k
777,786,Acer,Swift 3,Notebook,14.0,4,1.8,636,Windows,No,Intel,SSD,128GB,Intel,2.4,1920,1080,0-1k
778,787,Razer,Blade Pro,Gaming,14.0,16,1.95,2899,Windows,No,Nvidia,SSD,512GB,Intel,2.8,1920,1080,2k-3k
779,788,Asus,Vivobook Max,Notebook,15.6,8,2,582,Windows,No,Intel,SSD,128GB,Intel,1.1,1920,1080,0-1k
780,789,Dell,Alienware 17,Gaming,17.3,32,4.42,3589,Windows,No,Nvidia,SSD,1TB,Intel,2.8,1920,1080,3k-4k
781,790,Asus,Rog G752VS-BA171T,Gaming,17.3,16,4.3,2350,Windows,No,Nvidia,SSD,256GB,Intel,2.6,1920,1080,2k-3k
782,791,Toshiba,Tecra Z40-C-161,Ultrabook,14.0,16,1.47,1764,Windows,No,Nvidia,SSD,512GB,Intel,2.6,1920,1080,1k-2k
783,792,Lenovo,IdeaPad 110-15IBR,Notebook,15.6,8,2.2,329,N/A,No,Intel,HDD,1TB,Intel,1.6,1366,768,0-1k
784,793,Lenovo,ThinkPad T470s,Ultrabook,14.0,16,1.7,2299,Windows,No,Intel,SSD,512GB,Intel,2.7,1920,1080,2k-3k
785,794,MSI,GS43VR 7RE,Gaming,14.0,16,1.6,1891,Windows,No,Nvidia,SSD,256GB,Intel,2.8,1920,1080,1k-2k
786,795,MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,15.6,8,2.2,1089,Windows,No,Nvidia,SSD,128GB,Intel,2.5,1920,1080,1k-2k
787,796,Lenovo,Legion Y520-15IKBN,Gaming,15.6,4,2.4,999,Windows,No,Nvidia,HDD,1TB,Intel,2.8,1920,1080,0-1k
788,797,Acer,Predator G9-793,Gaming,17.3,16,4.2,2299,Windows,No,Nvidia,SSD,256GB,Intel,2.8,1920,1080,2k-3k
789,798,Dell,Inspiron 7567,Gaming,15.6,8,2.62,985,Windows,No,Nvidia,SSD,256GB,Intel,2.5,1920,1080,0-1k
790,799,Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,Gaming,15.6,8,2.24,1339,Windows,No,Nvidia,SSD,128GB,Intel,2.8,1920,1080,1k-2k
791,800,Vero,K146 (N3350/4GB/32GB/W10),Notebook,14.0,4,1.22,203,Windows,No,Intel,Flash Storage,32GB,Intel,1.1,1920,1080,0-1k
792,801,Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,8,1.37,1970,Windows,Yes,Intel,SSD,512GB,Intel,2.7,1920,1080,1k-2k
793,802,Lenovo,Yoga 510-15IKB,2 in 1 Convertible,15.6,8,2.08,959,Windows,Yes,AMD,SSD,256GB,Intel,2.5,1920,1080,0-1k
794,803,Apple,"MacBook 12""""",Ultrabook,12.0,8,0.920,1165,MacOs,No,Intel,Flash Storage,512GB,Intel,1.2,2304,1440,1k-2k
795,804,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,8,1.42,2330,Windows,Yes,Intel,SSD,256GB,Intel,2.5,2560,1440,2k-3k
796,805,Asus,R417NA-RS01 (N3350/4GB/32GB/W10),Notebook,14.0,4,1.63,299,Windows,No,Intel,Flash Storage,32GB,Intel,1.1,1366,768,0-1k
797,806,Dell,Latitude 3580,Notebook,15.6,8,1.95,810,Windows,No,Intel,SSD,128GB,Intel,2.5,1366,768,0-1k
798,807,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,8,1.38,1349,Windows,Yes,Intel,SSD,256GB,Intel,2.7,1920,1080,1k-2k
799,808,Dell,Vostro 5568,Notebook,15.6,8,2,739,Windows,No,AMD,SSD,256GB,Intel,2.0,1920,1080,0-1k
800,809,HP,ZBook 17,Workstation,15.6,8,3.14,2065,Windows,No,Nvidia,SSD,256GB,Intel,2.8,1920,1080,2k-3k
801,810,Asus,Pro P2540UA-XS51,Notebook,15.6,8,2.37,1099,Windows,No,Intel,SSD,256GB,Intel,2.5,1920,1080,1k-2k
802,811,Dell,XPS 13,Ultrabook,13.3,8,1.29,1499,Windows,No,Intel,SSD,256GB,Intel,2.5,1920,1080,1k-2k
803,812,Dell,XPS 15,Notebook,15.6,8,2.06,1749,Windows,Yes,Nvidia,SSD,256GB,Intel,2.5,3840,2160,1k-2k
804,813,Dell,Latitude 3180,Netbook,11.6,4,1.63,744,Windows,No,Intel,SSD,128GB,Intel,1.1,1366,768,0-1k
805,814,HP,EliteBook 820,Netbook,12.5,8,1.26,1389,Windows,No,Intel,SSD,256GB,Intel,2.6,1366,768,1k-2k
806,815,Toshiba,Satellite Pro,Notebook,15.6,4,2.1,780,Windows,No,Intel,HDD,500GB,Intel,2.3,1366,768,0-1k
807,816,HP,15-ba043na (A12-9700P/8GB/2TB/W10),Notebook,15.6,8,2.04,629,Windows,No,AMD,HDD,2TB,AMD,2.5,1366,768,0-1k
808,817,Dell,Inspiron 7567,Gaming,15.6,16,2.62,1679,Windows,No,Nvidia,SSD,512GB,Intel,2.8,3840,2160,1k-2k
809,818,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,4,2.4,609,Windows,No,Nvidia,HDD,1TB,Intel,2.5,1920,1080,0-1k
810,819,HP,Omen 17-an012dx,Gaming,17.3,12,3.74,1749,Windows,No,AMD,HDD,1TB,Intel,2.8,1920,1080,1k-2k
811,820,MSI,GE72MVR 7RG,Gaming,17.3,16,2.9,2415,Windows,No,Nvidia,SSD,512GB,Intel,2.8,1920,1080,2k-3k
812,821,Samsung,Notebook 9,Ultrabook,13.3,8,0.81,1499,Windows,No,Intel,SSD,256GB,Intel,2.5,1920,1080,1k-2k
813,822,Dell,Vostro 5568,Notebook,15.6,8,1.98,961,Windows,No,Nvidia,HDD,1TB,Intel,2.7,1920,1080,0-1k
814,823,Dell,Vostro 3568,Notebook,15.6,8,2.18,790,Windows,No,AMD,SSD,256GB,Intel,2.5,1920,1080,0-1k
815,824,Lenovo,Thinkpad T470s,Ultrabook,14.0,8,1.32,1859,Windows,No,Intel,SSD,256GB,Intel,2.7,1920,1080,1k-2k
816,825,Razer,Blade Stealth,Ultrabook,12.5,16,1.29,1799,Windows,Yes,Intel,SSD,512GB,Intel,2.5,3840,2160,1k-2k
817,826,HP,Chromebook 11,Netbook,11.6,4,1.23,385,Other,No,Intel,Flash Storage,16GB,Intel,1.6,1366,768,0-1k
818,827,Dell,Alienware 17,Gaming,17.3,16,4.36,2505,Windows,No,Nvidia,SSD,128GB,Intel,2.8,1920,1080,2k-3k
819,828,Dell,Latitude 3480,Notebook,14.0,4,1.76,755,Windows,No,Intel,HDD,500GB,Intel,2.3,1366,768,0-1k
820,829,Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),Notebook,15.6,4,2.1,490,Windows,No,Intel,HDD,500GB,Intel,2.0,1366,768,0-1k
821,830,Toshiba,Tecra X40-D-10Z,Ultrabook,14.0,4,1.25,1090,Windows,No,Intel,SSD,128GB,Intel,2.5,1366,768,1k-2k
822,831,Lenovo,Thinkpad X1,Ultrabook,14.0,8,1.13,2499,Windows,No,Intel,SSD,512GB,Intel,2.7,1920,1080,2k-3k
823,832,MSI,GL62M 7RD,Gaming,15.6,8,2.4,1199,Windows,No,Nvidia,SSD,256GB,Intel,2.5,1920,1080,1k-2k
824,833,Lenovo,ThinkPad X1,Ultrabook,14.0,8,1.13,1875,Windows,No,Intel,Flash Storage,256GB,Intel,2.5,1920,1080,1k-2k
825,834,Toshiba,Satellite Pro,Notebook,14.0,4,1.75,499,Windows,No,Intel,SSD,128GB,Intel,2.1,1366,768,0-1k
826,835,Asus,ZenBook Flip,2 in 1 Convertible,13.3,8,1.1,1358,Windows,Yes,Intel,SSD,256GB,Intel,2.5,1920,1080,1k-2k
827,836,Dell,Latitude 3480,Notebook,14.0,4,1.76,585,Windows,No,Intel,HDD,500GB,Intel,2.0,1366,768,0-1k
828,837,Acer,Chromebook 11,Netbook,11.6,4,1.35,355,Other,No,Intel,Flash Storage,32GB,Intel,1.6,1366,768,0-1k
829,838,Acer,Swift 3,Notebook,14.0,8,1.5,619,Windows,No,Intel,SSD,128GB,Intel,2.4,1920,1080,0-1k
